text,label
object linking and embedding or the ability to link data between documents was originally implemented through dde,0
despite being superseded by component object model dde may be enabled in windows and most of microsoft office via registry keys,0
microsoft office documents can be poisoned with dde commands directly or through embedded files and used to deliver execution via phishing campaigns or hosted web content avoiding the use of visual basic for applications macros,0
dde could also be leveraged by an adversary operating on compromised machine who does not have direct access to command and scripting interpreter,0
dde execution can be invoked remotely via remote services such as distributed component object model,0
gravityrat has been delivered via word documents using dde for execution,0
powerstats can use dde to execute additional payloads on compromised hosts,0
keyboy uses the dynamic data exchange protocol to download remote payloads,0
hawkball has used an ole object that uses equation editor to drop the embedded shellcode,0
poetrat was delivered with documents using dde to execute malicious code,0
ramsay has been delivered using ole objects in malicious documents,0
rtm can search for specific strings within browser tabs using dynamic data exchange mechanism,0
valak can execute tasks via ole,0
patchwork leveraged the dde protocol to deliver their malware,0
apt28 has delivered jhuhugit and koadic by executing powershell commands through dde in word documents,0
fin7 spear phishing campaigns have included malicious word documents with dde execution,0
cobalt group has sent malicious word ole compound documents to victims,0
muddywater has used malware that can execute powershell scripts via dde,0
apt37 has used windows dde for execution of commands and malicious vbs,0
gallmaker attempted to exploit microsoft dde protocol in order to gain access to victim machines and for execution,0
ta505 has leveraged malicious word documents that abused dde,0
sharpshooter has sent malicious word ole documents to victims,0
sidewinder has used the activexobject utility to create ole objects to obtain execution through internet explorer,0
leviathan has utilized ole as method to insert malicious content inside various phishing documents,0
adversaries may execute their own malicious payloads by hijacking environment variables the dynamic linker uses to load shared libraries,1
during the execution preparation phase of program the dynamic linker loads specified absolute paths of shared libraries from environment variables and files such as ld preload on linux or dyld insert libraries on macos,1
libraries specified in environment variables are loaded first taking precedence over system libraries with the same function name,1
these variables are often used by developers to debug binaries without needing to recompile deconflict mapped symbols and implement custom functions without changing the original library,1
on linux and macos hijacking dynamic linker variables may grant access to the victim process memory system resources and possibly elevated privileges,1
adversaries can set environment variables via the command line using the export command setenv function or putenv function,1
adversaries can also leverage dynamic linker hijacking to export variables in shell or set variables programmatically using higher level syntax such python os environ,1
on linux adversaries may set ld preload to point to malicious libraries that match the name of legitimate libraries which are requested by victim program causing the operating system to load the adversary malicious code upon execution of the victim program,1
ld preload can be set via the environment variable or file,1
libraries specified by ld preload are loaded and mapped into memory by dlopen and mmap respectively,1
on macos this behavior is conceptually the same as on linux differing only in how the macos dynamic libraries is implemented at lower level,1
adversaries can set the dyld insert libraries environment variable to point to malicious libraries containing names of legitimate libraries or functions requested by victim program,1
hiddenwasp adds itself as shared object to the ld preload environment variable,1
ebury has injected its dynamic library into descendent processes of sshd via ld preload,1
hildegard has modified to intercept shared library import functions,1
xcsset adds malicious file paths to the dyld framework path and dyld library path environment variables to execute malicious code,1
rocke has modified to hook libc functions in order to hide the installed dropper and mining software in process lists,1
apt41 has configured payloads to load via ld preload,1
adversaries may dynamically establish connections to command and control infrastructure to evade common detections and remediations,0
this may be achieved by using malware that shares common algorithm with the infrastructure the adversary uses to receive the malware communications,0
these calculations can be used to dynamically adjust parameters such as the domain name ip address or port number the malware uses for command and control,0
adversaries may use dynamic resolution for the purpose of fallback channels,0
when contact is lost with the primary command and control server malware may employ dynamic resolution as means to reestablishing command and control,0
neteagle can use http to download resources that contain an ip address and port number pair to connect to for c2,0
maze has forged post strings with random choice from list of possibilities including forum php view etc,0
while making connection with the c2 hindering detection efforts,0
rtm has resolved pony c2 server ip addresses by either converting bitcoin blockchain transaction data to specific octets or accessing ip addresses directly within the namecoin blockchain,0
sunburst dynamically resolved c2 infrastructure for randomly generated subdomains within parent domain,0
unc2452 used dynamic dns resolution to construct and resolve to randomly generated subdomains for c2,0
apt29 used dynamic dns resolution to construct and resolve to randomly generated subdomains for c2,0
transparent tribe has used dynamic dns services to set up c2,0
adversaries may inject dynamic link libraries into processes in order to evade process based defenses as well as possibly elevate privileges,1
dll injection is method of executing arbitrary code in the address space of separate live process,1
dll injection is commonly performed by writing the path to dll in the virtual address space of the target process before loading the dll by invoking new thread,1
the write can be performed with native windows api calls such as virtualallocex and writeprocessmemory then invoked with createremotethread,1
variations of this method such as reflective dll injection and memory module overcome the address relocation issue as well as the additional apis to invoke execution,1
execution via dll injection may also evade detection from security products since the execution is masked under legitimate process,1
blackenergy injects its dll component into svchost,1
poisonivy can inject malicious dll into process,1
dyre injects into other processes to load modules,1
after decrypting itself in memory rarstone downloads dll file from its c2 server and loads it in the memory space of hidden internet explorer process,1
this downloaded file is actually not dropped onto the system,1
sykipot injects itself into running instances of outlook iexplore or firefox,1
if running in windows environment kazuar saves dll to disk that is injected into the explorer process to execute the payload,1
kazuar can also be configured to inject and execute within specific processes,1
derusbi injects itself into the secure shell process,1
finfisher injects itself into various processes depending on whether it is low integrity or high integrity,1
elise injects dll files into iexplore,1
ratankba performs reflective dll injection using given pid,1
remsec can perform dll injection,1
socksbot creates suspended svchost process and injects its dll into it,1
hidedrv injects dll for downdelph into the explorer process,1
emissary injects its dll file into newly spawned internet explorer process,1
duqu will inject itself into different processes to evade detection,1
the selection of the target process is influenced by the security software that is installed on the system,1
taidoor can perform dll loading,1
carbon has command to inject code into process,1
matryoshka uses reflective dll injection to inject the malicious library and execute the rat,1
emotet has been observed injecting in to explorer and other processes,1
zxshell is injected into shared svchost process,1
maze has injected the malware dll into target process,1
metamorfo has injected malicious dll into the windows media player process,1
aria body has the ability to inject itself into another process such as rundll32 and dllhost,1
the netwalker dll has been injected reflectively into the memory of legitimate running process,1
get2 has the ability to inject dlls into processes,1
sdbbot has the ability to inject downloaded dll into newly created rundll32 process,1
tajmahal has the ability to inject dlls for malicious plugins into running processes,1
ramsay can use improvedreflectivedllinjection to deploy components,1
comrat has injected its orchestrator dll into explorer,1
comrat has also injected its communications module into the victim default browser to make c2 connections appear less suspicious as all network connections will be initiated by the browser process,1
carberp bootkit can inject malicious dll into the address space of running processes,1
pipemon can inject its modules into various processes using reflective dll loading,1
stuxnet injects an entire dll into an existing newly created or preselected trusted process,1
conti has loaded an encrypted dll into memory and then executes it,1
megacortex loads injecthelper into newly created rundll32 process,1
shadowpad has injected dll into svchost,1
cobalt strike has the ability to load dlls via reflective injection,1
ps1 can inject its payload dll into memory,1
sombrat can execute loadfromfile loadfromstorage and loadfrommem to inject dll from disk storage or memory respectively,1
lazarus group malware sample performs reflective dll injection,1
tropic trooper has injected dll backdoor into dllhost and svchost,1
an executable dropped onto victims by putter panda aims to inject the specified dll into process that would normally be accessing the network including outlook express outlook internet explorer and firefox,1
turla has used metasploit to perform reflective dll injection in order to escalate privileges,1
ta505 has been seen injecting dll into winword,1
wizard spider has injected malicious dlls into memory with read write and execute permissions,1
leviathan has utilized techniques like reflective dll loading to write dll into memory and load shell that provides backdoor access to the victim,1
backdoordiplomacy has dropped legitimate software onto compromised host and used it to execute malicious dlls,1
adversaries may leverage the authorizationexecutewithprivileges api to escalate privileges by prompting the user for credentials,0
the purpose of this api is to give application developers an easy way to perform operations with root privileges such as for application installation or updating,0
this api does not validate that the program requesting root privileges comes from reputable source or has been maliciously modified,0
although this api is deprecated it still fully functions in the latest releases of macos,0
when calling this api the user will be prompted to enter their credentials but no checks on the origin or integrity of the program are made,0
the program calling the api may also load world writable files which can be modified to perform malicious behavior with elevated privileges,0
adversaries may abuse authorizationexecutewithprivileges to obtain root privileges in order to install malicious software on victims and install persistence mechanisms,0
this technique may be combined with masquerading to trick the user into granting escalated privileges to malicious code,0
this technique has also been shown to work by modifying legitimate programs present on the machine that make use of this api,0
osx can escalate privileges to root by asking the user for credentials,0
adversaries may attempt to get listing of email addresses and accounts,0
adversaries may try to dump exchange address lists such as global address lists,0
in on premises exchange and exchange online theget globaladdresslist powershell cmdlet can be used to obtain email addresses and accounts from domain using an authenticated session,0
in google workspace the gal is shared with microsoft outlook users through the google workspace sync for microsoft outlook service,0
additionally the google workspace directory allows for users to get listing of other users within the organization,0
trickbot collects email addresses from outlook,0
backdoor oldrea collects address book information from outlook,0
emotet has been observed leveraging module that can scrape email addresses from outlook,0
grandoreiro can parse outlook pst files to extract mail addresses,0
boombox can execute an ldap query to discover mail accounts for domain users,0
ta505 has used the tool emailstealer to steal and send lists of mail addresses to remote server,0
sandworm team used malware to enumerate email settings including usernames and passwords from the doc application,0
adversaries may create email accounts that can be used during targeting,0
adversaries can use accounts created with email providers to further their operations such as leveraging them to conduct phishing for information or phishing,0
adversaries may also take steps to cultivate persona around the email account such as through use of social media accounts to increase the chance of success of follow on behaviors,0
created email accounts can also be used in the acquisition of infrastructure,0
to decrease the chance of physically tying back operations to themselves adversaries may make use of disposable email services,0
apt1 has created email accounts for later use in social engineering phishing and when registering domains,0
sandworm team has created email accounts that mimic legitimate organizations for its spearphishing operations,0
silent librarian has established mail accounts to receive mails forwarded from compromised accounts,0
magic hound has established email accounts using fake personas for spearphishing operations,0
leviathan has created new email accounts for targeting efforts,0
adversaries may compromise email accounts that can be used during targeting,0
adversaries can use compromised email accounts to further their operations such as leveraging them to conduct phishing for information or phishing,0
utilizing an existing persona with compromised email account may engender level of trust in potential victim if they have relationship or knowledge of the compromised persona,0
compromised email accounts can also be used in the acquisition of infrastructure,0
variety of methods exist for compromising email accounts such as gathering credentials via phishing for information purchasing credentials from third party sites or by brute forcing credentials,0
prior to compromising email accounts adversaries may conduct reconnaissance to inform decisions about which accounts to compromise to further their operation,0
adversaries can use compromised email account to hijack existing email threads with targets of interest,0
kimsuky has compromised email accounts to send spearphishing mails,0
magic hound has compromised personal email accounts through the use of legitimate credentials and gathered additional victim information,0
leviathan has compromised email accounts to conduct social engineering attacks,0
indigozebra has compromised legitimate email accounts to use in their spearphishing operations,0
adversaries may gather email addresses that can be used during targeting,0
even if internal instances exist organizations may have public facing email infrastructure and addresses for employees,0
adversaries may easily gather email addresses since they may be readily available and exposed via online or other accessible data sets or search victim owned websites,0
gathering this information may reveal opportunities for other forms of reconnaissance or phishing for information establishing operational resources and initial access,0
sandworm team has obtained valid emails addresses while conducting research against target organizations that were subsequently used in spearphishing campaigns,0
silent librarian has collected mail addresses from targeted organizations from open internet searches,0
apt32 has collected mail addresses for activists and bloggers in order to target them with spyware,0
hafnium has collected mail addresses for users they intended to target,0
muddywater has specifically targeted government agency employees with spearphishing mails,0
ta551 has used spoofed company emails that were acquired from email clients on previously infected hosts to target other individuals,0
magic hound has acquired the personal email addresses of some individuals they intend to target,0
kimsuky has collected valid email addresses that were subsequently used in spearphishing campaigns,0
adversaries may target user email to collect sensitive information,0
emails may contain sensitive data including trade secrets or personal information that can prove valuable to adversaries,0
adversaries can collect or forward email from mail servers or clients,0
silent librarian has exfiltrated entire mailboxes from compromised accounts,0
magic hound has compromised email credentials in order to steal sensitive data,0
dragonfly leveraged outlook web access,0
adversaries may setup email forwarding rules to collect sensitive information,0
adversaries may abuse email forwarding rules to monitor the activities of victim steal information and further gain intelligence on the victim or the victim organization to use as part of further exploits or operations,0
furthermore email forwarding rules can allow adversaries to maintain persistent access to victim emails even after compromised credentials are reset by administrators,0
most email clients allow users to create inbox rules for various email functions including forwarding to different recipient,0
these rules may be created through local email application web interface or by command line interface,0
messages can be forwarded to internal or external recipients and there are no restrictions limiting the extent of this rule,0
administrators may also create forwarding rules for user accounts with the same considerations and outcomes,0
any user or administrator within the organization can create rules to automatically forward all received messages to another recipient forward emails to different locations based on the sender and more,0
adversaries may also hide the rule by making use of the microsoft messaging api to modify the rule properties making it hidden and not visible from outlook owa or most exchange administration tools,0
kimsuky has set auto forward rules on victim mail accounts,0
silent librarian has set up auto forwarding rules on compromised mail accounts,0
adversaries may use email rules to hide inbound emails in compromised user mailbox,1
many email clients allow users to create inbox rules for various email functions including moving emails to other folders marking emails as read or deleting emails,1
rules may be created or modified within email clients or through external features such as the new inboxrule or set inboxrule powershell cmdlets on windows systems,1
adversaries may utilize email rules within compromised user mailbox to delete and move emails to less noticeable folders,1
adversaries may do this to hide security alerts c2 communication or responses to internal spearphishing emails sent from the compromised account,1
any user or administrator within the organization may be able to create rules to automatically move or delete emails,1
these rules can be abused to impair detection had the email content been immediately seen by user or defender,1
malicious rules commonly filter out emails based on key words found in message bodies and subject lines,1
fin4 has created rules in victims microsoft outlook accounts to automatically delete emails containing words such as hacked phish and malware in likely attempt to prevent organizations from communicating about their activities,1
adversaries may gain persistence and elevate privileges by executing malicious content triggered by the event monitor daemon,0
emond is launch daemon that accepts events from various services runs them through simple rules engine and takes action,0
the emond binary at will load any rules from the directory and take action once an explicitly defined event takes place,0
the rule files are in the plist format and define the name event type and action to take,0
some examples of event types include system startup and user authentication,0
examples of actions are to run system command or send an email,0
the emond service will not launch if there is no file present in the queuedirectories path specified in the launch daemon configuration file at,0
adversaries may abuse this service by writing rule to execute commands when defined event occurs such as system start up or user authentication,0
adversaries may also be able to escalate privileges from administrator to root as the emond service is executed with root privileges by the launch daemon service,0
adversaries may gather employee names that can be used during targeting,0
employee names be used to derive email addresses as well as to help guide other reconnaissance efforts and craft more believable lures,0
adversaries may easily gather employee names since they may be readily available and exposed via online or other accessible data sets or search victim owned websites,0
sandworm team research of potential victim organizations included the identification and collection of employee information,0
silent librarian has collected lists of names for individuals from targeted organizations,0
adversaries may employ known encryption algorithm to conceal command and control traffic rather than relying on any inherent protections provided by communication protocol,0
despite the use of secure algorithm these implementations may be vulnerable to reverse engineering if secret keys are encoded and generated within malware samples files,0
gh0st rat has encrypted tcp communications to evade detection,0
cryptoistic can engage in encrypted communications with c2,0
netwire can encrypt c2 communications,0
chaes has used encryption for its c2 channel,0
tropic trooper has encrypted traffic with the c2 to prevent network detection,0
adversaries may perform endpoint denial of service attacks to degrade or block the availability of services to users,0
endpoint dos can be performed by exhausting the system resources those services are hosted on or exploiting the system to cause persistent crash condition,0
example services include websites email services dns and web based applications,0
adversaries have been observed conducting dos attacks for political purposes and to support other malicious activities including distraction hacktivism and extortion,0
an endpoint dos denies the availability of service without saturating the network used to provide access to the service,0
adversaries can target various layers of the application stack that is hosted on the system used to provide the service,0
these layers include the operating systems server applications such as web servers dns servers databases and the applications that sit on top of them,0
attacking each layer requires different techniques that take advantage of bottlenecks that are unique to the respective components,0
dos attack may be generated by single system or multiple systems spread across the internet which is commonly referred to as distributed dos,0
to perform dos attacks against endpoint resources several aspects apply to multiple methods including ip address spoofing and botnets,0
adversaries may use the original ip address of an attacking system or spoof the source ip address to make the attack traffic more difficult to trace back to the attacking system or to enable reflection,0
this can increase the difficulty defenders have in defending against the attack by reducing or eliminating the effectiveness of filtering by the source address on network defense devices,0
botnets are commonly used to conduct ddos attacks against networks and services,0
in some of the worst cases for ddos so many systems are used to generate requests that each one only needs to send out small amount of traffic to produce enough volume to exhaust the target resources,0
botnets have been used in some of the most high profile ddos attacks such as the series of incidents that targeted major us banks,0
in cases where traffic manipulation is used there may be points in the the global network where packets can be altered and cause legitimate clients to execute code that directs network packets toward target in high volume,0
this type of capability was previously used for the purposes of web censorship where client http traffic was modified to include reference to javascript that generated the ddos code to overwhelm target web servers,0
for attacks attempting to saturate the providing network see network denial of service,0
zxshell has feature to perform syn flood attack on host,0
onionduke has the capability to use denial of service module,0
sandworm team temporarily disrupted service to georgian government non government and private sector websites after compromising georgian web hosting provider in,0
adversaries may environmentally key payloads or other features of malware to evade defenses and constraint execution to specific target environment,1
environmental keying uses cryptography to constrain execution or actions based on adversary supplied environment specific conditions that are expected to be present on the target,1
environmental keying is an implementation of execution guardrails that utilizes cryptographic techniques for deriving encryption keys from specific types of values in given computing environment,1
values can be derived from target specific elements and used to generate decryption key for an encrypted payload,1
target specific values can be derived from specific network shares physical devices software versions files joined ad domains system time and local ip addresses,1
by generating the decryption keys from target specific environmental values environmental keying can make sandbox detection anti virus detection crowdsourcing of information and reverse engineering difficult,1
these difficulties can slow down the incident response process and help adversaries hide their tactics techniques and procedures,1
similar to obfuscated files or information adversaries may use environmental keying to help protect their ttps and evade detection,1
environmental keying may be used to deliver an encrypted payload to the target that will use target specific values to decrypt the payload before execution,1
by utilizing target specific values to decrypt the payload the adversary can avoid packaging the decryption key with the payload or sending it over potentially monitored network connection,1
depending on the technique for gathering target specific values reverse engineering of the encrypted payload can be exceptionally difficult,1
this can be used to prevent exposure of capabilities in environments that are not intended to be compromised or operated within,1
like other execution guardrails environmental keying can be used to prevent exposure of capabilities in environments that are not intended to be compromised or operated within,1
this activity is distinct from typical virtualization evasion,1
while use of virtualization evasion may involve checking for known sandbox values and continuing with execution only if there is no match the use of environmental keying will involve checking for an expected target specific value that must match for decryption and subsequent execution to be successful,1
invisimole can use data protection api to encrypt its components on the victim computer to evade detection and to make sure the payload can only be decrypted and loaded on one specific compromised computer,1
equation has been observed utilizing environmental keying in payload delivery,1
apt41 has encrypted payloads using the data protection api which relies on keys tied to specific user accounts on specific machines,1
apt41 has also environmentally keyed second stage malware with an rc5 key derived in part from the infected system volume serial number,1
adversaries may break out of container to gain access to the underlying host,0
this can allow an adversary access to other containerized resources from the host level or to the host itself,0
in principle containerized resources should provide clear separation of application functionality and be isolated from the host environment,0
there are multiple ways an adversary may escape to host environment,0
examples include creating container configured to mount the host filesystem using the bind parameter which allows the adversary to drop payloads and execute control utilities such as cron on the host or utilizing privileged container to run commands on the underlying host,0
adversaries may also escape via exploitation for privilege escalation such as exploiting vulnerabilities in global symbolic links in order to access the root directory of host machine,0
gaining access to the host may provide the adversary with the opportunity to achieve follow on objectives such as establishing persistence moving laterally within the environment or setting up command and control channel on the host,0
doki container was configured to bind the host root directory,0
hildegard has used the botb tool that can break out of containers,0
siloscape maps the host drive to the container by creating global symbolic link to the host through the calling of ntsetinformationsymboliclink,0
teamtnt has deployed privileged containers that mount the filesystem of victim machine,0
adversaries may create and cultivate accounts with services that can be used during targeting,0
adversaries can create accounts that can be used to build persona to further operations,0
persona development consists of the development of public information presence history and appropriate affiliations,0
this development could be applied to social media website or other publicly available information that could be referenced and scrutinized for legitimacy over the course of an operation using that persona or identity,0
these personas may be fictitious or impersonate real people,0
the persona may exist on single site or across multiple sites,0
establishing persona may require development of additional documentation to make them seem real,0
this could include filling out profile information developing social networks or incorporating photos,0
establishing accounts can also include the creation of accounts with email providers which may be directly leveraged for phishing for information or phishing,0
apt17 has created and cultivated profile pages in microsoft technet,0
to make profile pages appear more legitimate apt17 has created biographical sections and posted in forum threads,0
fox kitten has created keybase accounts to communicate with ransomware victims,0
adversaries may establish persistence and elevate privileges using system mechanisms that trigger execution based on specific events,0
various operating systems have means to monitor and subscribe to events such as logons or other user activity such as running specific applications,0
adversaries may abuse these mechanisms as means of maintaining persistent access to victim via repeatedly executing malicious code,0
after gaining access to victim system adversaries may create event triggers to point to malicious content that will be executed whenever the event trigger is invoked,0
since the execution can be proxied by an account with higher permissions such as system or service accounts an adversary may be able to abuse these triggered execution mechanisms to escalate their privileges,0
adversaries may grant additional permission levels such as readpermission or fullaccess to maintain persistent access to an adversary controlled email account,0
the add mailboxpermission powershell cmdlet available in on premises exchange and in the cloud based service office adds permissions to mailbox,0
adversaries may also assign mailbox folder permissions through individual folder permissions or roles,0
adversaries may assign the default or anonymous user permissions or roles to the top of information store inbox or other mailbox folders,0
by assigning one or both user permissions to folder the adversary can utilize any other account in the tenant to maintain persistence to the target user mail folders,0
this may be used in persistent threat incidents as well as bec incidents where an adversary can assign more access rights to the accounts they wish to compromise,0
this may further enable use of additional techniques for gaining access to systems,0
for example compromised business accounts are often used to send messages to other accounts in the network of the target business while creating inbox rules so the messages evade spam detection mechanisms,0
unc2452 added their own devices as allowed ids for active sync using set casmailbox allowing it to obtain copies of victim mailboxes,0
it also added additional permissions to compromised application or service principals,0
apt29 added their own devices as allowed ids for active sync using set casmailbox allowing it to obtain copies of victim mailboxes,0
apt28 has used powershell cmdlet to grant the applicationimpersonation role to compromised account,0
adversaries may execute their own malicious payloads by hijacking the binaries used by an installer,1
these processes may automatically execute specific binaries as part of their functionality or to perform other actions,1
if the permissions on the file system directory containing target binary or permissions on the binary itself are improperly set then the target binary may be overwritten with another binary using user level permissions and executed by the original process,1
if the original process and thread are running under higher permissions level then the replaced binary will also execute under higher level permissions which could include system,1
another variation of this technique can be performed by taking advantage of weakness that is common in executable self extracting installers,1
during the installation process it is common for installers to use subdirectory within the temp directory to unpack binaries such as dlls exes or other payloads,1
when installers create subdirectories and files they often do not set appropriate permissions to restrict write access which allows for execution of untrusted code placed in the subdirectories or overwriting of binaries used in the installation process,1
this behavior is related to and may take advantage of dll search order hijacking,1
adversaries may use this technique to replace legitimate binaries with malicious ones as means of executing code at higher permissions level,1
some installers may also require elevated privileges that will result in privilege escalation when executing adversary controlled code,1
this behavior is related to bypass user account control,1
several examples of this weakness in existing common installers have been reported to software vendors,1
if the executing process is set to run at specific time or during certain event then this technique can also be used for persistence,1
adversaries may use execution guardrails to constrain execution or actions based on adversary supplied and environment specific conditions that are expected to be present on the target,1
guardrails ensure that payload only executes against an intended target and reduces collateral damage from an adversary campaign,1
values an adversary can provide about target system or environment to use as guardrails may include specific network share names attached physical devices files joined active directory domains and local ip addresses,1
guardrails can be used to prevent exposure of capabilities in environments that are not intended to be compromised or operated within,1
this use of guardrails is distinct from typical virtualization evasion,1
while use of virtualization evasion may involve checking for known sandbox values and continuing with execution only if there is no match the use of guardrails will involve checking for an expected target specific value and only continuing with execution if there is such match,1
anchor can terminate itself if specific execution flags are not present,1
sunspot only replaces solarwinds orion source code if the md5 checksums of both the original source code file and backdoored replacement source code match hardcoded values,1
bitpaymer compares file names and paths to list of excluded names and directory names during encryption,1
envyscout can call window location pathname to ensure that embedded files are being executed from the drive and will terminate if they are not,1
boombox can check its current working directory and for the presence of specific file and terminate if specific values are not found,1
vaporrage has the ability to check for the presence of specific dll and terminate if it is not found,1
nativezone can check for the presence of km ekeyalmaz1c and will halt execution unless it is in the same directory as the rest of the malware components,1
stuxnet checks for specific operating systems on bit machines registry keys and dates for vulnerabilities and will exit execution if the values are not met,1
apt33 has used kill dates in their malware to guardrail execution,1
adversaries may steal data by exfiltrating it over different protocol than that of the existing command and control channel,0
the data may also be sent to an alternate network location from the main command and control server,0
alternate protocols include ftp smtp dns smb or any other network protocol not being used as the main command and control channel,0
different protocol channels could also include web services such as cloud storage,0
adversaries may also opt to encrypt and obfuscate these alternate channels,0
exfiltration over alternative protocol can be done using various common operating system utilities such as net or ftp,0
on macos and linux curl may be used to invoke protocols such as or ftp to exfiltrate data from system,0
hydraq connects to predefined domain on port to exfil gathered information,0
poetrat has used net tool named dog to exiltrate information over an mail account,0
frameworkpos can use dns tunneling for exfiltration of credit card data,0
chaes has exfiltrated its collected data from the infected machine to the c2 sometimes using the mime protocol,0
kobalos can exfiltrate credentials over the network via udp,0
bundlore uses the curl command to exfiltrate archived data to url,0
adversaries may steal data by exfiltrating it over an asymmetrically encrypted network protocol other than that of the existing command and control channel,0
asymmetric encryption algorithms are those that use different keys on each end of the channel,0
also known as public key cryptography this requires pairs of cryptographic keys that can encrypt data from the corresponding key,0
each end of the communication channels requires private key and the public key of the other entity,0
the public keys of each entity are exchanged before encrypted communications begin,0
network protocols that use asymmetric encryption often utilize symmetric encryption once keys are exchanged,0
adversaries may opt to use these encrypted mechanisms that are baked into protocol,0
unc2452 exfiltrated collected data over simple request to password protected archive staged on victim owa servers,0
apt29 has exfiltrated collected data over simple request to password protected archive staged on victim owa servers,0
apt28 has exfiltrated archives of collected data previously staged on target owa server via,0
adversaries may attempt to exfiltrate data over bluetooth rather than the command and control channel,0
if the command and control network is wired internet connection an attacker may opt to exfiltrate data using bluetooth communication channel,0
adversaries may choose to do this if they have sufficient access and proximity,0
bluetooth connections might not be secured or defended as well as the primary internet connected channel because it is not routed through the same enterprise network,0
flame has module named beetlejuice that contains bluetooth functionality that may be used in different ways including transmitting encoded information from the infected system over the bluetooth protocol acting as bluetooth beacon and identifying other bluetooth devices in the vicinity,0
adversaries may steal data by exfiltrating it over an existing command and control channel,0
stolen data is encoded into the normal communications channel using the same protocol as command and control communications,0
bankshot exfiltrates data over its c2 channel,0
neteagle is capable of reading files over the c2 channel,0
advstoreshell exfiltrates data over the same channel used for c2,0
rokrat sends collected files back over same c2 channel,0
callme exfiltrates data to its c2 server over the same protocol as c2 communications,0
pteranodon exfiltrates screenshot files to its c2 server,0
proxysvc performs data exfiltration over the control server channel using custom protocol,0
mobileorder exfiltrates data to its c2 server over the same protocol as c2 communications,0
psylo exfiltrates data to its c2 server over the same protocol as c2 communications,0
cannon exfiltrates collected data over email via smtp and pop3 c2 channels,0
adversaries can direct backspace to upload files to the c2 server,0
oopsie can upload files from the victim machine to its c2 server,0
emotet has been seen exfiltrating system information stored within cookies sent within an http get request back to its c2 servers,0
astaroth exfiltrates collected information from its r1 log file to the external c2 server,0
remexi performs exfiltration over bitsadmin which is also used for the c2 channel,0
hoplight has used its c2 channel to exfiltrate data,0
hawkball has sent system information and files over the c2 channel,0
lightneuron exfiltrates data over its email c2 channel,0
zebrocy has exfiltrated data to the designated c2 server using http post requests,0
machete collected data is exfiltrated over the same channel used for c2,0
ursnif has used http posts to exfil gathered information,0
hotcroissant has the ability to download files from the infected host to the command and control server,0
attor has exfiltrated data over the c2 channel,0
data exfiltration is done by okrum using the already opened channel with the c2 server,0
powershower has used powershell document stealer module to pack and exfiltrate txt pdf xls or doc files smaller than 5mb that were modified during the past two days,0
dustysky has exfiltrated data to the c2 server,0
rising sun can send data gathered from the infected machine via http post request to the c2,0
lokibot has the ability to initiate contact with command and control to exfiltrate stolen data,0
mechaflounder has the ability to send the compromised user account name and hostname within url to c2,0
tajmahal has the ability to send collected files over its c2,0
dyre has the ability to send information staged on compromised host externally to c2,0
valak has the ability to exfiltrate data over the c2 channel,0
goopy has the ability to exfiltrate data over the microsoft outlook c2 channel,0
kessel has exfiltrated information gathered from the infected system to the c2 server,0
goldenspy has exfiltrated host environment information to an external c2 domain via port,0
strongpity can exfiltrate collected documents through c2 channels,0
carberp has exfiltrated data via http to already established c2 servers,0
njrat has used http to receive stolen information from the infected machine,0
revil can exfiltrate host and malware information to c2 servers,0
rdat can exfiltrate data gathered from the infected system via the established exchange web services api c2 channel,0
drovorub can exfiltrate files over c2 infrastructure,0
trickbot can send information about the compromised host and upload data to hardcoded c2 server,0
kgh spy can exfiltrate collected information from the host to the c2 server,0
blindingcan has sent user and system information to c2 server via http post requests,0
grandoreiro can send data it retrieves to the c2 server,0
slothfulmedia has sent system information to c2 server via http and post requests,0
