text,label
adversaries may create or modify systemd services to repeatedly execute malicious payloads as part of persistence systemd is system and service manager commonly used for managing background daemon processes also known as services and other system resources systemd is the default initialization init system on many linux distributions replacing legacy init systems including sysvinit and upstart while remaining backwards compatible systemd utilizes unit configuration files with the service file extension to encode information about service process by default system level unit files are stored in the directory of the root owned directories user level unit files are stored in the directories of the user owned directories home inside the service unit files the following directives are used to execute commands execstart execstartpre and execstartpost directives execute when service is started manually by systemctl or on system start if the service is set to automatically start execreload directive executes when service restarts execstop execstoppre and execstoppost directives execute when service is stopped adversaries have created new service files altered the commands service file directive executes and modified the user directive service file executes as which could result in privilege escalation adversaries may also place symbolic links in these directories enabling systemd to find these payloads regardless of where they reside on the filesystem the service file user directive can be used to run service as specific user which could result in privilege escalation based on specific user permissions systemd services can be created via systemd generators which support the dynamic generation of unit files systemd generators are small executables that run during boot or configuration reloads to dynamically create or modify systemd unit files by converting non native configurations into services symlinks or drop ins boot or logon initialization scripts,1
adversaries may create or modify windows services to repeatedly execute malicious payloads as part of persistence when windows boots up it starts programs or applications called services that perform background system functions windows service configuration information including the file path to the service executable or recovery programs is stored in the windows registry adversaries may install new service or modify an existing service to execute at startup in order to persist on system service configurations can be set or modified using system utilities such as sc exe by directly modifying the registry or by interacting directly with the windows api adversaries may also use services to install and execute malicious drivers for example after dropping driver file ex sys to disk the payload can be loaded and registered via native api functions such as createservicew or manually via functions such as zwloaddriver and zwsetvaluekey by creating the required service registry values modify registry or by using command line utilities such as pnputil exe adversaries may leverage these drivers as rootkit to hide the presence of malicious activity on system adversaries may also load signed yet vulnerable driver onto compromised machine known as bring your own vulnerable driver byovd as part of exploitation for privilege escalation services may be created with administrator privileges but are executed under system privileges so an adversary may also use service to escalate privileges adversaries may also directly start services through service execution to make detection analysis more challenging malicious services may also incorporate masquerade task or service ex using service and payload name related to legitimate os or benign software component adversaries may also create hidden services hide artifacts for example by using the sc sdset command to set service permissions via the service descriptor definition language sddl this may hide windows service from the view of standard service enumeration methods such as get service sc query and services exe,0
adversaries may search for common password storage locations to obtain user credentials passwords are stored in several places on system depending on the operating system or application holding the credentials there are also specific applications and services that store passwords to make them easier for users to manage and maintain such as password managers and cloud secrets vaults once credentials are obtained they can be used to perform lateral movement and access restricted information,1
adversaries may acquire credentials from cloud native secret management solutions such as aws secrets manager gcp secret manager azure key vault and terraform vault secrets managers support the secure centralized management of passwords api keys and other credential material where secrets managers are in use cloud services can dynamically acquire credentials via api requests rather than accessing secrets insecurely stored in plain text files or environment variables if an adversary is able to gain sufficient privileges in cloud environment for example by obtaining the credentials of high privileged cloud accounts or compromising service that has permission to retrieve secrets they may be able to request secrets from the secrets manager this can be accomplished via commands such as get secret value in aws gcloud secrets describe in gcp and az key vault secret show in azure note this technique is distinct from cloud instance metadata api in that the credentials are being directly requested from the cloud secrets manager rather than through the medium of the instance metadata api,0
adversaries may acquire credentials from web browsers by reading files specific to the target browser web browsers commonly save credentials such as website usernames and passwords so that they do not need to be entered manually in the future web browsers typically store the credentials in an encrypted format within credential store however methods exist to extract plaintext credentials from web browsers for example on windows systems encrypted credentials may be obtained from google chrome by reading database file code appdata local google chrome user data default login data and executing sql query code select action url username value password value from logins the plaintext password can then be obtained by passing the encrypted credentials to the windows api function code cryptunprotectdata which uses the victim cached logon credentials as the decryption key adversaries have executed similar procedures for common web browsers such as firefox safari edge etc windows stores internet explorer and microsoft edge credentials in credential lockers managed by the windows credential manager adversaries may also acquire credentials by searching web browser process memory for patterns that commonly match credentials after acquiring credentials from web browsers adversaries may attempt to recycle the credentials across different systems and accounts in order to expand access this can result in significantly furthering an adversary objective in cases where credentials gained from web browsers overlap with privileged accounts domain administrator,1
adversaries may acquire credentials from keychain keychain or keychain services is the macos credential management system that stores account names passwords private keys certificates sensitive application data payment data and secure notes there are three types of keychains login keychain system keychain and local items icloud keychain the default keychain is the login keychain which stores user passwords and information the system keychain stores items accessed by the operating system such as items shared among users on host the local items icloud keychain is used for items synced with apple icloud service keychains can be viewed and edited through the keychain access application or using the command line utility code security keychain files are located in code code and code adversaries may gather user credentials from keychain storage for example the command code security dump keychain will dump all login keychain credentials from code adversaries may also directly read login keychain credentials from the code file both methods require password where the default password for the login keychain is the current user password to login to the macos host,0
adversaries may acquire user credentials from third party password managers password managers are applications designed to store user credentials normally in an encrypted database credentials are typically accessible after user provides master password that unlocks the database after the database is unlocked these credentials may be copied to memory these databases can be stored as files on disk adversaries may acquire user credentials from password managers by extracting the master password and plain text credentials from memory adversaries may extract credentials from memory via exploitation for credential access adversaries may also try brute forcing via password guessing to obtain the master password of password manager,1
an adversary with root access may gather credentials by reading securityd memory securityd is service responsible for implementing security protocols such as encryption and authorization privileged adversary may be able to scan through securityd memory to find the correct sequence of keys to decrypt the user logon keychain this may provide the adversary with various plaintext passwords such as those for users wifi mail browsers certificates secure notes etc in os prior to el capitan users with root access can read plaintext keychain passwords of logged in users because apple keychain implementation allows these credentials to be cached so that users are not repeatedly prompted for passwords apple securityd utility takes the user logon password encrypts it with pbkdf2 and stores this master key in memory apple also uses set of keys and algorithms to encrypt the user password but once the master key is found an adversary need only iterate over the other values to unlock the final password,1
adversaries may acquire credentials from the windows credential manager the credential manager stores credentials for signing into websites applications and devices that request authentication through ntlm or kerberos in credential lockers previously known as windows vaults the windows credential manager separates website credentials from application or network credentials in two lockers as part of credentials from web browsers internet explorer and microsoft edge website credentials are managed by the credential manager and are stored in the web credentials locker application and network credentials are stored in the windows credentials locker credential lockers store credentials in encrypted vcrd files located under systemdrive users username appdata local microsoft vault the encryption key can be found in file named code policy vpol typically located in the same folder as the credentials adversaries may list credentials managed by the windows credential manager through several mechanisms code vaultcmd exe is native windows executable that can be used to enumerate credentials stored in the credential locker through command line interface adversaries may also gather credentials by directly reading files located inside of the credential lockers windows apis such as code credenumeratea may also be absued to list credentials managed by the credential manager adversaries may also obtain credentials from credential backups credential backups and restorations may be performed by running code rundll32 exe keymgr dll krshowkeymgr then selecting the back up button on the stored user names and passwords gui password recovery tools may also obtain plain text passwords from the credential manager,0
adversaries may destroy data and files on specific systems or in large numbers on network to interrupt availability to systems services and network resources data destruction is likely to render stored data irrecoverable by forensic techniques through overwriting files or data on local and remote drives common operating system file deletion commands such as code del and code rm often only remove pointers to files without wiping the contents of the files themselves making the files recoverable by proper forensic methodology this behavior is distinct from disk content wipe and disk structure wipe because individual files are destroyed rather than sections of storage disk or the disk logical structure adversaries may attempt to overwrite files and directories with randomly generated data to make it irrecoverable in some cases politically oriented image files have been used to overwrite data to maximize impact on the target organization in operations where network wide availability interruption is the goal malware designed for destroying data may have worm like features to propagate across network by leveraging additional techniques like valid accounts os credential dumping and smb admin shares in cloud environments adversaries may leverage access to delete cloud storage objects machine images database instances and other infrastructure crucial to operations to damage an organization or their customers similarly they may delete virtual machines from on prem virtualized environments,1
adversaries may modify the lifecycle policies of cloud storage bucket to destroy all objects stored within cloud storage buckets often allow users to set lifecycle policies to automate the migration archival or deletion of objects after set period of time if threat actor has sufficient permissions to modify these policies they may be able to delete all objects at once for example in aws environments an adversary with the putlifecycleconfiguration permission may use the putbucketlifecycle api call to apply lifecycle policy to an s3 bucket that deletes all objects in the bucket after one day in addition to destroying data for purposes of extortion and financial theft adversaries may also perform this action on buckets storing cloud logs for indicator removal,0
adversaries may encode data to make the content of command and control traffic more difficult to detect command and control c2 information can be encoded using standard data encoding system use of data encoding may adhere to existing protocol specifications and includes use of ascii unicode base64 mime or other binary to text and character encoding systems some data encoding systems may also result in data compression such as gzip,1
adversaries may encode data with non standard data encoding system to make the content of command and control traffic more difficult to detect command and control c2 information can be encoded using non standard data encoding system that diverges from existing protocol specifications non standard data encoding schemes may be based on or related to standard data encoding schemes such as modified base64 encoding for the message body of an http request,1
adversaries may encode data with standard data encoding system to make the content of command and control traffic more difficult to detect command and control c2 information can be encoded using standard data encoding system that adheres to existing protocol specifications common data encoding schemes include ascii unicode hexadecimal base64 and mime some data encoding systems may also result in data compression such as gzip,1
adversaries may encrypt data on target systems or on large numbers of systems in network to interrupt availability to system and network resources they can attempt to render stored data inaccessible by encrypting files or data on local and remote drives and withholding access to decryption key this may be done in order to extract monetary compensation from victim in exchange for decryption or decryption key ransomware or to render data permanently inaccessible in cases where the key is not saved or transmitted in the case of ransomware it is typical that common user files like office documents pdfs images videos audio text and source code files will be encrypted and often renamed and tagged with specific file markers adversaries may need to first employ other behaviors such as file and directory permissions modification or system shutdown in order to unlock and gain access to manipulate these files in some cases adversaries may encrypt critical system files disk partitions and the mbr adversaries may also encrypt virtual machines hosted on esxi or other hypervisors to maximize impact on the target organization malware designed for encrypting data may have worm like features to propagate across network by leveraging other attack techniques like valid accounts os credential dumping and smb admin shares encryption malware may also leverage internal defacement such as changing victim wallpapers or esxi server login messages or otherwise intimidate victims by sending ransom notes or other messages to connected printers known as print bombing in cloud environments storage objects within compromised accounts may also be encrypted for example in aws environments adversaries may leverage services such as aws server side encryption with customer provided keys sse to encrypt data,1
adversaries may insert delete or manipulate data in order to influence external outcomes or hide activity thus threatening the integrity of the data by manipulating data adversaries may attempt to affect business process organizational understanding or decision making the type of modification and the impact it will have depends on the target application and process as well as the goals and objectives of the adversary for complex systems an adversary would likely need special expertise and possibly access to specialized software related to the system that would typically be gained through prolonged information gathering campaign in order to have the desired impact,1
adversaries may modify systems in order to manipulate the data as it is accessed and displayed to an end user thus threatening the integrity of the data by manipulating runtime data adversaries may attempt to affect business process organizational understanding and decision making adversaries may alter application binaries used to display data in order to cause runtime manipulations adversaries may also conduct change default file association and masquerading to cause similar effect the type of modification and the impact it will have depends on the target application and process as well as the goals and objectives of the adversary for complex systems an adversary would likely need special expertise and possibly access to specialized software related to the system that would typically be gained through prolonged information gathering campaign in order to have the desired impact,1
adversaries may insert delete or manipulate data at rest in order to influence external outcomes or hide activity thus threatening the integrity of the data by manipulating stored data adversaries may attempt to affect business process organizational understanding and decision making stored data could include variety of file formats such as office files databases stored emails and custom file formats the type of modification and the impact it will have depends on the type of data as well as the goals and objectives of the adversary for complex systems an adversary would likely need special expertise and possibly access to specialized software related to the system that would typically be gained through prolonged information gathering campaign in order to have the desired impact,1
adversaries may alter data en route to storage or other systems in order to manipulate external outcomes or hide activity thus threatening the integrity of the data by manipulating transmitted data adversaries may attempt to affect business process organizational understanding and decision making manipulation may be possible over network connection or between system processes where there is an opportunity deploy tool that will intercept and change information the type of modification and the impact it will have depends on the target transmission mechanism as well as the goals and objectives of the adversary for complex systems an adversary would likely need special expertise and possibly access to specialized software related to the system that would typically be gained through prolonged information gathering campaign in order to have the desired impact,1
adversaries may obfuscate command and control traffic to make it more difficult to detect command and control c2 communications are hidden but not necessarily encrypted in an attempt to make the content more difficult to discover or decipher and to make the communication less conspicuous and hide commands from being seen this encompasses many methods such as adding junk data to protocol traffic using steganography or impersonating legitimate protocols,1
adversaries may add junk data to protocols used for command and control to make detection more difficult by adding random or meaningless data to the protocols used for command and control adversaries can prevent trivial methods for decoding deciphering or otherwise analyzing the traffic examples may include appending data with junk characters or writing junk characters between significant characters,1
adversaries may impersonate legitimate protocols or web service traffic to disguise command and control activity and thwart analysis efforts by impersonating legitimate protocols or web services adversaries can make their command and control traffic blend in with legitimate network traffic adversaries may impersonate fake ssl handshake to make it look like subsequent traffic is ssl encrypted potentially interfering with some security tooling or to make the traffic look like it is related with trusted entity adversaries may also leverage legitimate protocols to impersonate expected web traffic or trusted services for example adversaries may manipulate http headers uri endpoints ssl certificates and transmitted data to disguise c2 communications or mimic legitimate services such as gmail google drive and yahoo messenger,1
adversaries may use steganographic techniques to hide command and control traffic to make detection efforts more difficult steganographic techniques can be used to hide data in digital messages that are transferred between systems this hidden information can be used for command and control of compromised systems in some cases the passing of files embedded using steganography such as image or document files can be used for command and control,1
adversaries may stage collected data in central location or directory prior to exfiltration data may be kept in separate files or combined into one file through techniques such as archive collected data interactive command shells may be used and common functionality within cmd and bash may be used to copy data into staging location in cloud environments adversaries may stage data within particular instance or virtual machine before exfiltration an adversary may create cloud instance and stage data in that instance adversaries may choose to stage data from victim network in centralized location prior to exfiltration to minimize the number of connections made to their c2 server and better evade detection,1
adversaries may stage collected data in central location or directory on the local system prior to exfiltration data may be kept in separate files or combined into one file through techniques such as archive collected data interactive command shells may be used and common functionality within cmd and bash may be used to copy data into staging location adversaries may also stage collected data in various available formats of system including local storage databases or the windows registry,1
adversaries may stage data collected from multiple systems in central location or directory on one system prior to exfiltration data may be kept in separate files or combined into one file through techniques such as archive collected data interactive command shells may be used and common functionality within cmd and bash may be used to copy data into staging location in cloud environments adversaries may stage data within particular instance or virtual machine before exfiltration an adversary may create cloud instance and stage data in that instance by staging data on one system prior to exfiltration adversaries can minimize the number of connections made to their c2 server and better evade detection,1
an adversary may exfiltrate data in fixed size chunks instead of whole files or limit packet sizes below certain thresholds this approach may be used to avoid triggering network data transfer threshold alerts,1
adversaries may access data from cloud storage many iaas providers offer solutions for online data object storage such as amazon s3 azure storage and google cloud storage similarly saas enterprise platforms such as office and google workspace provide cloud based document storage to users through services such as onedrive and google drive while saas application providers such as slack confluence salesforce and dropbox may provide cloud storage solutions as peripheral or primary use case of their platform in some cases as with iaas based cloud storage there exists no overarching application such as sql or elasticsearch with which to interact with the stored objects instead data from these solutions is retrieved directly though the cloud api in saas applications adversaries may be able to collect this data directly from apis or backend cloud storage objects rather than through their front end application or interface data from information repositories adversaries may collect sensitive data from these cloud storage solutions providers typically offer security guides to help end users configure systems though misconfigurations are common problem there have been numerous incidents where cloud storage has been improperly secured typically by unintentionally allowing public access to unauthenticated users overly broad access by all users or even access for any anonymous person outside the control of the identity access management system without even needing basic user permissions this open access may expose various types of sensitive data such as credit cards personally identifiable information or medical records adversaries may also obtain then abuse leaked credentials from source repositories logs or other means as way to gain access to cloud storage objects,0
adversaries may collect data related to managed devices from configuration repositories configuration repositories are used by management systems in order to configure manage and control data on remote systems configuration repositories may also facilitate remote access and administration of devices adversaries may target these repositories in order to collect large quantities of sensitive system administration data data from configuration repositories may be exposed by various protocols and software and can store wide variety of data much of which may align with adversary discovery objectives,0
adversaries may access network configuration files to collect sensitive data about the device and the network the network configuration is file containing parameters that determine the operation of the device the device typically stores an in memory copy of the configuration while operating and separate configuration on non volatile storage to load after device reset adversaries can inspect the configuration files to reveal information about the target network and its layout the network device and its software or identifying legitimate accounts and credentials for later use adversaries can use common management tools and protocols such as simple network management protocol snmp and smart install smi to access network configuration files these tools may be used to query specific data from configuration repository or configure the device to export the configuration for later analysis,0
adversaries may target the management information base mib to collect and mine valuable information in network managed using simple network management protocol snmp the mib is configuration repository that stores variable information accessible via snmp in the form of object identifiers oid each oid identifies variable that can be read or set and permits active management tasks such as configuration changes through remote modification of these variables snmp can give administrators great insight in their systems such as system information description of hardware physical location and software packages the mib may also contain device operational information including running configuration routing table and interface details adversaries may use snmp queries to collect mib content directly from snmp managed devices in order to collect network information that allows the adversary to build network maps and facilitate future targeted exploitation,0
adversaries may leverage information repositories to mine valuable information information repositories are tools that allow for storage of information typically to facilitate collaboration or information sharing between users and can store wide variety of data that may aid adversaries in further objectives such as credential access lateral movement or defense evasion or direct access to the target information adversaries may also abuse external sharing features to share sensitive documents with recipients outside of the organization transfer data to cloud account the following is brief list of example information that may hold potential value to an adversary and may also be found on an information repository policies procedures and standards physical logical network diagrams system architecture diagrams technical system documentation testing development credentials unsecured credentials work project schedules source code snippets links to network shares and other internal resources contact or other sensitive information about business partners and customers including personally identifiable information pii information stored in repository may vary based on the specific instance or environment specific common information repositories include the following storage services such as iaas databases enterprise databases and more specialized platforms such as customer relationship management crm databases collaboration platforms such as sharepoint confluence and code repositories messaging platforms such as slack and microsoft teams in some cases information repositories have been improperly secured typically by unintentionally allowing for overly broad access by all users or even public access to unauthenticated users this is particularly common with cloud native or cloud hosted services such as aws relational database service rds redis or elasticsearch,1
adversaries may leverage code repositories to collect valuable information code repositories are tools that store source code and automate software builds they may be hosted internally or privately on third party sites such as github gitlab sourceforge and bitbucket users typically interact with code repositories through web application or command line utilities such as git once adversaries gain access to victim network or private code repository they may collect sensitive information such as proprietary source code or unsecured credentials contained within software source code having access to software source code may allow adversaries to develop exploits while credentials may provide access to additional resources using valid accounts note this is distinct from code repositories which focuses on conducting reconnaissance via public code repositories,0
adversaries may leverage confluence repositories to mine valuable information often found in development environments alongside atlassian jira confluence is generally used to store development related documentation however in general may contain more diverse categories of useful information such as policies procedures and standards physical logical network diagrams system architecture diagrams technical system documentation testing development credentials unsecured credentials work project schedules source code snippets links to network shares and other internal resources,0
adversaries may leverage customer relationship management crm software to mine valuable information crm software is used to assist organizations in tracking and managing customer interactions as well as storing customer data once adversaries gain access to victim organization they may mine crm software for customer data this may include personally identifiable information pii such as full names emails phone numbers and addresses as well as additional details such as purchase histories and it support interactions by collecting this data an adversary may be able to send personalized phishing emails engage in sim swapping or otherwise target the organization customers in ways that enable financial gain or the compromise of additional organizations crm software may be hosted on premises or in the cloud information stored in these solutions may vary based on the specific instance or environment examples of crm software include microsoft dynamics salesforce zoho zendesk and hubspot,0
adversaries may leverage databases to mine valuable information these databases may be hosted on premises or in the cloud both in platform as service and software as service environments examples of databases from which information may be collected include mysql postgresql mongodb amazon relational database service azure sql database google firebase and snowflake databases may include variety of information of interest to adversaries such as usernames hashed passwords personally identifiable information and financial data data collected from databases may be used for lateral movement command and control or exfiltration data exfiltrated from databases may also be used to extort victims or may be sold for profit,1
adversaries may leverage chat and messaging applications such as microsoft teams google chat and slack to mine valuable information the following is brief list of example information that may hold potential value to an adversary and may also be found on messaging applications testing development credentials chat messages source code snippets links to network shares and other internal resources proprietary data discussions about ongoing incident response efforts in addition to exfiltrating data from messaging applications adversaries may leverage data from chat messages in order to improve their targeting for example by learning more about an environment or evading ongoing incident response efforts,0
adversaries may leverage the sharepoint repository as source to mine valuable information sharepoint will often contain useful information for an adversary to learn about the structure and functionality of the internal network and systems for example the following is list of example information that may hold potential value to an adversary and may also be found on sharepoint policies procedures and standards physical logical network diagrams system architecture diagrams technical system documentation testing development credentials unsecured credentials work project schedules source code snippets links to network shares and other internal resources,0
adversaries may search local system sources such as file systems configuration files local databases virtual machine files or process memory to find files of interest and sensitive data prior to exfiltration adversaries may do this using command and scripting interpreter such as cmd as well as network device cli which have functionality to interact with the file system to gather information adversaries may also use automated collection on the local system,1
adversaries may search network shares on computers they have compromised to find files of interest sensitive data can be collected from remote systems via shared network drives host shared directory network file server etc that are accessible from the current system prior to exfiltration interactive command shells may be in use and common functionality within cmd may be used to gather information,1
adversaries may search connected removable media on computers they have compromised to find files of interest sensitive data can be collected from any removable media optical disk drive usb memory etc connected to the compromised system prior to exfiltration interactive command shells may be in use and common functionality within cmd may be used to gather information some adversaries may also use automated collection on removable media,1
adversaries may employ various means to detect and avoid debuggers debuggers are typically used by defenders to trace and analyze the execution of potential malware payloads debugger evasion may include changing behaviors based on the results of the checks for the presence of artifacts indicative of debugged environment similar to virtualization evasion if the adversary detects debugger they may alter their malware to disengage from the victim or conceal the core functions of the implant they may also search for debugger artifacts before dropping secondary or additional payloads specific checks will vary based on the target and adversary on windows this may involve native api function calls such as code isdebuggerpresent and code ntqueryinformationprocess or manually checking the code beingdebugged flag of the process environment block peb on linux this may involve querying for the tracerpid field which indicates whether or not the process is being traced by dynamic analysis tools other checks for debugging artifacts may also seek to enumerate hardware breakpoints interrupt assembly opcodes time checks or measurements if exceptions are raised in the current process assuming present debugger would swallow or handle the potential error malware may also leverage structured exception handling seh to detect debuggers by throwing an exception and detecting whether the process is suspended seh handles both hardware and software expectations providing control over the exceptions including support for debugging if debugger is present the program control will be transferred to the debugger and the execution of the code will be suspended if the debugger is not present control will be transferred to the seh handler which will automatically handle the exception and allow the program execution to continue adversaries may use the information learned from these debugger checks during automated discovery to shape follow on behaviors debuggers can also be evaded by detaching the process or flooding debug logs with meaningless data via messages produced by looping native api function calls such as code outputdebugstringw,1
adversaries may modify visual content available internally or externally to an enterprise network thus affecting the integrity of the original content reasons for defacement include delivering messaging intimidation or claiming possibly false credit for an intrusion disturbing or offensive images may be used as part of defacement in order to cause user discomfort or to pressure compliance with accompanying messages,1
an adversary may deface systems external to an organization in an attempt to deliver messaging intimidate or otherwise mislead an organization or users external defacement may ultimately cause users to distrust the systems and to question the system integrity externally facing websites are common victim of defacement often targeted by adversary and hacktivist groups in order to push political message or spread propaganda external defacement may be used as catalyst to trigger events or as response to actions taken by an organization or government similarly website defacement may also be used as setup or precursor for future attacks such as drive by compromise,1
an adversary may deface systems internal to an organization in an attempt to intimidate or mislead users thus discrediting the integrity of the systems this may take the form of modifications to internal websites or server login messages or directly to user systems with the replacement of the desktop wallpaper disturbing or offensive images may be used as part of internal defacement in order to cause user discomfort or to pressure compliance with accompanying messages since internally defacing systems exposes an adversary presence it often takes place after other intrusion goals have been accomplished,1
adversaries may employ various time based methods to evade detection and analysis these techniques often exploit system clocks delays or timing mechanisms to obscure malicious activity blend in with benign activity and avoid scrutiny adversaries can perform this behavior within virtualization environments or natively on host systems adversaries may utilize programmatic sleep commands or native system scheduling functionality for example scheduled task benign commands or other operations may also be used to delay malware execution or ensure prior commands have had time to execute properly loops or otherwise needless repetitions of commands such as ping may be used to delay malware execution and potentially exceed time thresholds of automated analysis environments another variation commonly referred to as api hammering involves making various calls to native api functions in order to delay execution while also potentially overloading analysis environments with junk data,1
adversaries may use obfuscated files or information to hide artifacts of an intrusion from analysis they may require separate mechanisms to decode or deobfuscate that information depending on how they intend to use it methods for doing that include built in functionality of malware or by using utilities present on the system one such example is the use of certutil to decode remote access tool portable executable file that has been hidden inside certificate file another example is using the windows code copy or code type command to reassemble binary fragments into malicious payload sometimes user action may be required to open it for deobfuscation or decryption as part of user execution the user may also be required to input password to open password protected compressed file that was provided by the adversary,1
adversaries may deploy container into an environment to facilitate execution or evade defenses in some cases adversaries may deploy new container to execute processes associated with particular image or deployment such as processes that execute or download malware in others an adversary may deploy new container configured without network rules user limitations etc to bypass existing defenses within the environment in kubernetes environments an adversary may attempt to deploy privileged or vulnerable container into specific node in order to escape to host and access other containers running on the node containers can be deployed by various means such as via docker code create and code start apis or via web application such as the kubernetes dashboard or kubeflow in kubernetes environments containers may be deployed through workloads such as replicasets or daemonsets which can allow containers to be deployed across multiple nodes adversaries may deploy containers based on retrieved or built malicious images or from benign images that download and execute malicious payloads at runtime,0
adversaries may build capabilities that can be used during targeting rather than purchasing freely downloading or stealing capabilities adversaries may develop their own capabilities in house this is the process of identifying development requirements and building solutions such as malware exploits and self signed certificates adversaries may develop capabilities to support their operations throughout numerous phases of the adversary lifecycle as with legitimate development efforts different skill sets may be required for developing capabilities the skills needed may be located in house or may need to be contracted out use of contractor may be considered an extension of that adversary development capabilities provided the adversary plays role in shaping requirements and maintains degree of exclusivity to the capability,0
adversaries may create self signed code signing certificates that can be used during targeting code signing is the process of digitally signing executables and scripts to confirm the software author and guarantee that the code has not been altered or corrupted code signing provides level of authenticity for program from the developer and guarantee that the program has not been tampered with users and security tools may trust signed piece of code more than an unsigned piece of code even if they don know who issued the certificate or who the author is prior to code signing adversaries may develop self signed code signing certificates for use in operations,0
adversaries may create self signed ssl certificates that can be used during targeting ssl certificates are designed to instill trust they include information about the key information about its owner identity and the digital signature of an entity that has verified the certificate contents are correct if the signature is valid and the person examining the certificate trusts the signer then they know they can use that key to communicate with its owner in the case of self signing digital certificates will lack the element of trust associated with the signature of third party certificate authority ca adversaries may create self signed ssl certificates that can be used to further their operations such as encrypting c2 traffic ex asymmetric cryptography with web protocols or even enabling adversary in the middle if added to the root of trust install root certificate after creating digital certificate an adversary may then install that certificate see install digital certificate on infrastructure under their control,0
